Episode Reward
-273.0335243834946
-406.94021796049833
-4536.034348801701
-2904.741416572326
-255.03436951918275
-4956.839389937217
-3693.877641141169
-7722.39338877507
-1265.0078013435468
-5243.6867248096305
-4551.705026694902
-3507.0197181435033
-5968.019375262509
-1099.9740725588445
-1847.2934687900183
-503.11220573957166
-687.4818379723536
-1668.1940816580698
-974.2475664918163
-1689.1117336385175
-438.6576781730904
-366.7820412377739
-2258.811779950938
-1951.1745461782216
-2019.3746524497444
-1411.9238003744033
-1026.9662520394277
-869.5539694208466
-4531.509319572429
-1170.9310408099373
-977.2478424909539
-2263.0568807333625
-1122.174059801371
-938.6708701652724
-1846.8589886346426
-1178.997620694067
-697.126446197839
-478.81444091649746
-442.0375594569897
-1214.2755111445792
-1619.2597729140925
-770.4022444560754
-3309.375892213215
-3829.777514664963
-1401.499769446564
-4321.525028944805
-899.1154848551938
-1867.8709895767458
-1737.341218553187
-963.9096041992998
