Episode Reward
25032.204043265494
25036.49059371831
25030.563769099284
25040.28399415503
25028.660057669906
25036.63052914424
25034.48013357227
25030.571445769092
25034.247916609547
25031.540080796978
25033.820907624886
25037.160524081348
25034.87731556242
24999.071463872693
24998.819063540963
25001.329760436318
25032.876617918893
25035.198064949676
25031.794309786776
25026.99149905374
24999.542193102818
25032.028277435762
24999.071463872693
25037.20086489001
24999.071463872693
25030.852035886885
25005.445438465715
24999.071463872693
24999.071463872693
24999.071463872693
25033.936071603177
25032.090157115817
25034.58138466732
24999.071463872693
25030.878007137846
25031.071024038098
24999.071463872693
24999.071463872693
25033.969479045463
24999.071463872693
24999.071463872693
24997.812309910703
24999.071463872693
25034.355346136595
25000.373384144783
24999.071463872693
24999.071463872693
24967.071463872693
25001.966091111637
25032.848594603518
