Episode Reward
-573.9360561085329
-2114.9740610172316
-4476.498002427378
-409.007535356689
-3155.4812906677353
-6631.286787397706
-1833.6837226988105
-8265.222501142816
-5348.864497701889
-10590.773526663592
-488.7852998259838
-7711.1483305997
-386.2814795228112
-1243.7417009206126
-1817.1926356136541
-603.142080809844
-788.7473741012427
-1676.3159908835978
-948.6710133387435
-1777.9588228168122
-434.2234145484458
-503.8043991309712
-2375.4547663730664
-1859.7774916181684
-2037.672369041196
-1434.976616737332
-1038.3418718814949
-913.4831768254181
-4564.458166428828
-1175.7911778947514
-982.2669639927722
-2253.5632017625
-1135.362664762391
-925.1440932177336
-1843.6178517632602
-1168.8563643379518
-685.1435052340541
-440.6728948249498
-418.6271051365759
-1207.885934620755
-1572.5044154919299
-612.5145421913669
-3420.773029570713
-4035.0810623230955
-1312.913801323101
-4166.524330290386
-706.0765879471016
-1701.6092736580756
-1711.7457373462812
-952.4774043820843
